station_name,district,ps_cd_mha,thana_id,thana_name,tier,mappable,rule,by_name,by_name_confidence,by_geometry,by_geometry_name,by_geometry_similarity,proposal
NAUHATTA,ROHTAS,5125026,BH-5125026,NAUHATTA,confirmed,True,name and geometry agree,BH-5125026,1.0,BH-5125026,NAUHATTA,1.0,
KACHCHAWAN,ROHTAS,5125027,BH-5125027,KACHHAWAN,confirmed,True,name and geometry agree,BH-5125027,0.889,BH-5125027,KACHHAWAN,0.889,
RAJPUR,ROHTAS,5125030,BH-5125030,RAJPUR,confirmed,True,name and geometry agree,BH-5125030,1.0,BH-5125030,RAJPUR,1.0,
SANJHAULI,ROHTAS,5125032,BH-5125032,SANGHAULI,corroborated,True,"name 'SANJHAULI' ~ 'SANGHAULI' at 0.82, below the 0.86 threshold but the point falls inside it",,0.824,BH-5125032,SANGHAULI,0.824,
SURYAPURA,ROHTAS,5125036,BH-5125036,SURYAPURA,confirmed,True,name and geometry agree,BH-5125036,1.0,BH-5125036,SURYAPURA,1.0,
TILAUTHU,ROHTAS,5125040,BH-5125040,TILOUTHU,confirmed,True,name and geometry agree,BH-5125040,0.875,BH-5125040,TILOUTHU,0.875,
Sasaram,ROHTAS,5125046,BH-5125022,SASARAM (MUFASSIL),corroborated,True,"name 'Sasaram' ~ 'SASARAM (MUFASSIL)' at 0.70, below the 0.86 threshold but the point falls inside it",,0.7,BH-5125022,SASARAM (MUFASSIL),0.7,
Darigaon,ROHTAS,5125048,BH-5125048,DARIGAON OP,name-over-geometry,True,"name matched 'DARIGAON OP' at 1.0; point fell in 'SASARAM (MUFASSIL)', which is the unreliable witness",BH-5125048,1.0,BH-5125022,SASARAM (MUFASSIL),0.286,
BANGAON,SAHARSA,5120003,BH-5120003,BANGAON,confirmed,True,name and geometry agree,BH-5120003,1.0,BH-5120003,BANGAON,1.0,
MAHISHI,SAHARSA,5120004,BH-5120004,MAHISHI,confirmed,True,name and geometry agree,BH-5120004,1.0,BH-5120004,MAHISHI,1.0,
BASANAHI,SAHARSA,5120006,BH-5120006,BASNAHI,confirmed,True,name and geometry agree,BH-5120006,0.933,BH-5120006,BASNAHI,0.933,
BIHRA,SAHARSA,5120009,BH-5120009,BIHRA,confirmed,True,name and geometry agree,BH-5120009,1.0,BH-5120009,BIHRA,1.0,
NAUHATTA,SAHARSA,5120026,BH-5120026,NAUHATTA,confirmed,True,name and geometry agree,BH-5120026,1.0,BH-5120026,NAUHATTA,1.0,
SALAKHUA,SAHARSA,5120039,BH-5120039,SALAKHUA,confirmed,True,name and geometry agree,BH-5120039,1.0,BH-5120039,SALAKHUA,1.0,
SONBARSA RAJ,SAHARSA,5120042,BH-5120042,SONBARSA RAJ,confirmed,True,name and geometry agree,BH-5120042,1.0,BH-5120042,SONBARSA RAJ,1.0,
SONBARASA KACHAHARI,SAHARSA,5120044,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.621,BH-5120038,SAHARSA SADAR,0.333,BH-5120038
SIMRI BAKHTIYARPUR,SAHARSA,5120047,BH-5120047,SIMRI BAKHTIARPUR,confirmed,True,name and geometry agree,BH-5120047,1.0,BH-5120047,SIMRI BAKHTIARPUR,1.0,
SAUR BAZAAR,SAHARSA,5120050,BH-5120050,SAUR BAZAR,confirmed,True,name and geometry agree,BH-5120050,1.0,BH-5120050,SAUR BAZAR,1.0,
CHAKMAHESHI,SAMASTIPUR,5133001,BH-5133034,CHAK MAHESI,confirmed,True,name and geometry agree,BH-5133034,0.952,BH-5133034,CHAK MAHESI,0.952,
ANGARGHAT,SAMASTIPUR,5133002,BH-5133002,ANGARGHAT,confirmed,True,name and geometry agree,BH-5133002,1.0,BH-5133002,ANGARGHAT,1.0,
DALSINGH SARAI,SAMASTIPUR,5133005,BH-5133005,DALSINGHSARAI,confirmed,True,name and geometry agree,BH-5133005,1.0,BH-5133005,DALSINGHSARAI,1.0,
HASANPUR,SAMASTIPUR,5133006,BH-5133006,HASANPUR,name-over-geometry,True,"name matched 'HASANPUR' at 1.0; point fell in 'MOHANPUR', which is the unreliable witness",BH-5133006,1.0,BH-5133001,MOHANPUR,0.75,
BITHAN,SAMASTIPUR,5133007,BH-5133007,BITHAN,name-over-geometry,True,"name matched 'BITHAN' at 1.0; point fell in 'HASANPUR', which is the unreliable witness",BH-5133007,1.0,BH-5133006,HASANPUR,0.429,
MUSRIGHARARI,SAMASTIPUR,5133008,BH-5133008,MUSARIGHARARI,confirmed,True,name and geometry agree,BH-5133008,0.957,BH-5133008,MUSARIGHARARI,0.957,
KALYANPUR,SAMASTIPUR,5133009,BH-5133009,KALYANPUR,confirmed,True,name and geometry agree,BH-5133009,1.0,BH-5133009,KALYANPUR,1.0,
MOHIUDDIN NAGAR,SAMASTIPUR,5133010,BH-5133010,MOHIUDDINAGAR,confirmed,True,name and geometry agree,BH-5133010,1.0,BH-5133010,MOHIUDDINAGAR,1.0,
ROSRA,SAMASTIPUR,5133011,BH-5133011,ROSERA,confirmed,True,name and geometry agree,BH-5133011,0.909,BH-5133011,ROSERA,0.909,
MUFASSIL,SAMASTIPUR,5133012,BH-5133012,MUFFASIL,name-over-geometry,True,"name matched 'MUFFASIL' at 1.0; point fell in 'SAMASTIPUR SADAR', which is the unreliable witness",BH-5133012,1.0,BH-5133024,SAMASTIPUR SADAR,0.364,
SHAHPUR PATORI,SAMASTIPUR,5133013,BH-5133004,PATORI,corroborated,True,'SHAHPUR PATORI' and 'PATORI': one name contains the other; the point falls inside it,,0.632,BH-5133004,PATORI,0.632,
SARAI RANJAN,SAMASTIPUR,5133014,BH-5133014,SARAIRANJAN,confirmed,True,name and geometry agree,BH-5133014,1.0,BH-5133014,SARAIRANJAN,1.0,
SINGHIA,SAMASTIPUR,5133015,BH-5133015,SINGHIA,confirmed,True,name and geometry agree,BH-5133015,1.0,BH-5133015,SINGHIA,1.0,
TAJPUR,SAMASTIPUR,5133016,BH-5133016,TAJPUR,confirmed,True,name and geometry agree,BH-5133016,1.0,BH-5133016,TAJPUR,1.0,
UJIYARPUR,SAMASTIPUR,5133017,BH-5133017,UJIARPUR,confirmed,True,name and geometry agree,BH-5133017,1.0,BH-5133017,UJIARPUR,1.0,
WARIS NAGAR,SAMASTIPUR,5133018,BH-5133018,WARISNAGAR,confirmed,True,name and geometry agree,BH-5133018,1.0,BH-5133018,WARISNAGAR,1.0,
HATHAURI,SAMASTIPUR,5133019,BH-5133019,HATHUIRI,name-only,True,no usable point; unambiguous name match,BH-5133019,0.875,,,0.0,
VIBHUTIPUR,SAMASTIPUR,5133020,BH-5133020,BIBHUTIPUR,confirmed,True,name and geometry agree,BH-5133020,0.9,BH-5133020,BIBHUTIPUR,0.9,
KHANPUR,SAMASTIPUR,5133021,BH-5133021,KHANPUR,confirmed,True,name and geometry agree,BH-5133021,1.0,BH-5133021,KHANPUR,1.0,
PUSA,SAMASTIPUR,5133022,BH-5133022,PUSA,confirmed,True,name and geometry agree,BH-5133022,1.0,BH-5133022,PUSA,1.0,
NAGAR,SAMASTIPUR,5133024,BH-5133024,SAMASTIPUR SADAR,corroborated,True,'NAGAR' and 'SAMASTIPUR SADAR': both name the district headquarters station; the point falls inside it,,0.667,BH-5133024,SAMASTIPUR SADAR,0.3,
VIDHYAPATI NAGAR,SAMASTIPUR,5133029,BH-5133029,VIDYAPATI NAGAR,confirmed,True,name and geometry agree,BH-5133029,0.966,BH-5133029,VIDYAPATI NAGAR,0.966,
Bangra,SAMASTIPUR,5133033,BH-5133023,BANGRA,confirmed,True,name and geometry agree,BH-5133023,1.0,BH-5133023,BANGRA,1.0,
AMNAUR,SARAN,5123001,BH-5123001,AMNOUR,corroborated,True,"name 'AMNAUR' ~ 'AMNOUR' at 0.83, below the 0.86 threshold but the point falls inside it",,0.833,BH-5123001,AMNOUR,0.833,
EKMA,SARAN,5123002,BH-5123002,EKMA,confirmed,True,name and geometry agree,BH-5123002,1.0,BH-5123002,EKMA,1.0,
NAGAR,SARAN,5123004,BH-5123003,NAGRA,corroborated,True,"name 'NAGAR' ~ 'NAGRA' at 0.80, below the 0.86 threshold but the point falls inside it",,0.8,BH-5123003,NAGRA,0.8,
MUFASSIL,SARAN,5123005,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.7,BH-5123004,SARAN NAGAR THANA,0.125,BH-5123004
BHAGWAN BAZAAR,SARAN,5123006,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.64,BH-5123004,SARAN NAGAR THANA,0.381,BH-5123004
RIVIL GANJ,SARAN,5123007,BH-5123007,REVILGANJ,confirmed,True,name and geometry agree,BH-5123007,0.889,BH-5123007,REVILGANJ,0.889,
MANJHI,SARAN,5123008,BH-5123008,MANJHI,confirmed,True,name and geometry agree,BH-5123008,1.0,BH-5123008,MANJHI,1.0,
MAKER,SARAN,5123009,BH-5123009,MAKER,confirmed,True,name and geometry agree,BH-5123009,1.0,BH-5123009,MAKER,1.0,
DAUDPUR,SARAN,5123010,BH-5123010,DAUDPUR,confirmed,True,name and geometry agree,BH-5123010,1.0,BH-5123010,DAUDPUR,1.0,
DORIGANJ,SARAN,5123013,BH-5123013,DORIGANJ,confirmed,True,name and geometry agree,BH-5123013,1.0,BH-5123013,DORIGANJ,1.0,
ISUAPUR,SARAN,5123014,BH-5123014,ISHUPUR,corroborated,True,"name 'ISUAPUR' ~ 'ISHUPUR' at 0.86, below the 0.86 threshold but the point falls inside it",,0.857,BH-5123014,ISHUPUR,0.857,
BANIAPUR,SARAN,5123020,BH-5123020,BANIYAPUR,confirmed,True,name and geometry agree,BH-5123020,1.0,BH-5123020,BANIYAPUR,1.0,
DIGHWARA,SARAN,5123021,BH-5123021,DIGHWARA,confirmed,True,name and geometry agree,BH-5123021,1.0,BH-5123021,DIGHWARA,1.0,
DARIAPUR,SARAN,5123023,BH-5123023,DARIAPUR,confirmed,True,name and geometry agree,BH-5123023,1.0,BH-5123023,DARIAPUR,1.0,
JANTA BAZAAR,SARAN,5123026,BH-5123026,LAHLADPUR (JANTA BAZAR),corroborated,True,'JANTA BAZAAR' and 'LAHLADPUR (JANTA BAZAR)': one name contains the other; the point falls inside it,,0.69,BH-5123026,LAHLADPUR (JANTA BAZAR),0.69,
KOPA,SARAN,5123027,BH-5123027,KOPA,name-over-geometry,True,"name matched 'KOPA' at 1.0; point fell in 'REVILGANJ', which is the unreliable witness",BH-5123027,1.0,BH-5123007,REVILGANJ,0.154,
GARKHA,SARAN,5123028,BH-5123028,GARKHA,confirmed,True,name and geometry agree,BH-5123028,1.0,BH-5123028,GARKHA,1.0,
JALALPUR,SARAN,5123031,BH-5123031,JALALPUR,confirmed,True,name and geometry agree,BH-5123031,1.0,BH-5123031,JALALPUR,1.0,
MASHRAKH,SARAN,5123034,BH-5123034,MASRAKH,confirmed,True,name and geometry agree,BH-5123034,0.923,BH-5123034,MASRAKH,0.923,
NAYAGAON,SARAN,5123035,BH-5123035,NAYA GAWN,confirmed,True,name and geometry agree,BH-5123035,0.875,BH-5123035,NAYA GAWN,0.875,
PANAPUR,SARAN,5123036,BH-5123036,PANAPUR,confirmed,True,name and geometry agree,BH-5123036,1.0,BH-5123036,PANAPUR,1.0,
BHELDI,SARAN,5123045,BH-5123045,BHELDI,confirmed,True,name and geometry agree,BH-5123045,1.0,BH-5123045,BHELDI,1.0,
KHAIRA,SARAN,5123046,BH-5123046,KHAIRA,name-over-geometry,True,"name matched 'KHAIRA' at 1.0; point fell in 'NAGRA', which is the unreliable witness",BH-5123046,1.0,BH-5123003,NAGRA,0.6,
PARSA,SARAN,5123055,BH-5123055,PARSA,confirmed,True,name and geometry agree,BH-5123055,1.0,BH-5123055,PARSA,1.0,
RASULPUR,SARAN,5123056,BH-5123056,RASULPUR,confirmed,True,name and geometry agree,BH-5123056,1.0,BH-5123056,RASULPUR,1.0,
SONEPUR,SARAN,5123067,BH-5123067,SONEPUR,confirmed,True,name and geometry agree,BH-5123067,1.0,BH-5123067,SONEPUR,1.0,
TARAIYA,SARAN,5123070,BH-5123070,TARAIYA,confirmed,True,name and geometry agree,BH-5123070,1.0,BH-5123070,TARAIYA,1.0,
MARHAURA,SARAN,5123071,BH-5123071,MARHAURA,confirmed,True,name and geometry agree,BH-5123071,1.0,BH-5123071,MARHAURA,1.0,
AVTAR NAGAR,SARAN,5123072,BH-5123072,AWTARNAGAR,confirmed,True,name and geometry agree,BH-5123072,1.0,BH-5123072,AWTARNAGAR,1.0,
DERHNI,SARAN,5123073,BH-5123073,DERNI,confirmed,True,name and geometry agree,BH-5123073,0.909,BH-5123073,DERNI,0.909,
Sahajitpur,SARAN,5123076,BH-5123076,SAHAJITPUR,confirmed,True,name and geometry agree,BH-5123076,1.0,BH-5123076,SAHAJITPUR,1.0,
ARIARI,SHEIKHPURA,5804001,BH-5804001,ARIARI,confirmed,True,name and geometry agree,BH-5804001,1.0,BH-5804001,ARIARI,1.0,
CHEBADA,SHEIKHPURA,5804013,BH-5804013,CHEWARA,corroborated,True,"name 'CHEBADA' ~ 'CHEWARA' at 0.71, below the 0.86 threshold but the point falls inside it",,0.714,BH-5804013,CHEWARA,0.714,
KARANDE,SHEIKHPURA,5804014,BH-5804014,KARANDE,confirmed,True,name and geometry agree,BH-5804014,1.0,BH-5804014,KARANDE,1.0,
MEHUSH,SHEIKHPURA,5804025,BH-5804025,MEHUS,confirmed,True,name and geometry agree,BH-5804025,0.909,BH-5804025,MEHUS,0.909,
KORMA,SHEIKHPURA,5804036,BH-5804036,KORMA,name-over-geometry,True,"name matched 'KORMA' at 1.0; point fell in 'MEHUS', which is the unreliable witness",BH-5804036,1.0,BH-5804025,MEHUS,0.2,
JAIRAMPUR MORE,SHEIKHPURA,5804042,BH-5804042,JAIRAMPUR,corroborated,True,"name 'JAIRAMPUR MORE' ~ 'JAIRAMPUR' at 0.82, below the 0.86 threshold but the point falls inside it",,0.818,BH-5804042,JAIRAMPUR,0.818,
BARBIGHA,SHEIKHPURA,5804045,BH-5804045,BARBIGHA,confirmed,True,name and geometry agree,BH-5804045,1.0,BH-5804045,BARBIGHA,1.0,
SHEIKHPURA,SHEIKHPURA,5804046,BH-5804046,SHEIKHPURA,confirmed,True,name and geometry agree,BH-5804046,1.0,BH-5804046,SHEIKHPURA,1.0,
SHEIKHOPUR SARAI,SHEIKHPURA,5804050,BH-5804050,SHEKHOPURSARAI,confirmed,True,name and geometry agree,BH-5804050,0.963,BH-5804050,SHEKHOPURSARAI,0.963,
PIPRAHI,SHEOHAR,5801011,BH-5801011,PIPRAHI,confirmed,True,name and geometry agree,BH-5801011,1.0,BH-5801011,PIPRAHI,1.0,
SHEOHAR,SHEOHAR,5801016,BH-5801016,SHEOHAR,confirmed,True,name and geometry agree,BH-5801016,1.0,BH-5801016,SHEOHAR,1.0,
PURNAHIA,SHEOHAR,5801019,BH-5801019,PURNAHIYA,confirmed,True,name and geometry agree,BH-5801019,1.0,BH-5801019,PURNAHIYA,1.0,
SHYAMPUR BHATAHA,SHEOHAR,5801024,BH-5801024,SHYAMPUR BHATHAN,confirmed,True,name and geometry agree,BH-5801024,0.933,BH-5801024,SHYAMPUR BHATHAN,0.933,
TARIYANI,SHEOHAR,5801030,BH-5801030,TARIYANI,confirmed,True,name and geometry agree,BH-5801030,1.0,BH-5801030,TARIYANI,1.0,
Tariyani Chhapra,SHEOHAR,5801034,BH-5801034,TARIYANI CHHAPRA,name-over-geometry,True,"name matched 'TARIYANI CHHAPRA' at 1.0; point fell in 'TARIYANI', which is the unreliable witness",BH-5801034,1.0,BH-5801030,TARIYANI,0.7,
NANPUR,SITAMARHI,5138001,BH-5138001,NANPUR,confirmed,True,name and geometry agree,BH-5138001,1.0,BH-5138001,NANPUR,1.0,
BELA,SITAMARHI,5138004,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.727,BH-5138020,PARIHAR,0.182,BH-5138020
BAIRGANIA,SITAMARHI,5138005,BH-5138005,BAIRGANIA,confirmed,True,name and geometry agree,BH-5138005,1.0,BH-5138005,BAIRGANIA,1.0,
BATHNAHA,SITAMARHI,5138006,BH-5138006,BATHNAHA,confirmed,True,name and geometry agree,BH-5138006,1.0,BH-5138006,BATHNAHA,1.0,
BELSAND,SITAMARHI,5138007,BH-5138007,BELSAND,confirmed,True,name and geometry agree,BH-5138007,1.0,BH-5138007,BELSAND,1.0,
KANHAULI,SITAMARHI,5138008,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.5,BH-5138018,SONBARSA,0.25,BH-5138018
MAJORGANJ,SITAMARHI,5138009,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.778,BH-5138012,RIGA,0.462,BH-5138012
PUPRI,SITAMARHI,5138010,BH-5138010,PUPRI,confirmed,True,name and geometry agree,BH-5138010,1.0,BH-5138010,PUPRI,1.0,
RIGA,SITAMARHI,5138012,BH-5138012,RIGA,confirmed,True,name and geometry agree,BH-5138012,1.0,BH-5138012,RIGA,1.0,
RUNNI SAIDPUR,SITAMARHI,5138013,BH-5138013,RUNISAIDPUR,confirmed,True,name and geometry agree,BH-5138013,1.0,BH-5138013,RUNISAIDPUR,1.0,
DUMRA,SITAMARHI,5138014,BH-5138014,DUMRA,confirmed,True,name and geometry agree,BH-5138014,1.0,BH-5138014,DUMRA,1.0,
SITAMARHI,SITAMARHI,5138015,BH-5138015,SITAMARHI,name-over-geometry,True,"name matched 'SITAMARHI' at 1.0; point fell in 'RIGA', which is the unreliable witness",BH-5138015,1.0,BH-5138012,RIGA,0.308,
SURSAND,SITAMARHI,5138017,BH-5138017,SURSAND,confirmed,True,name and geometry agree,BH-5138017,1.0,BH-5138017,SURSAND,1.0,
SONBARSA,SITAMARHI,5138018,BH-5138018,SONBARSA,confirmed,True,name and geometry agree,BH-5138018,1.0,BH-5138018,SONBARSA,1.0,
PARIHAR,SITAMARHI,5138020,BH-5138020,PARIHAR,confirmed,True,name and geometry agree,BH-5138020,1.0,BH-5138020,PARIHAR,1.0,
PARSAUNI,SITAMARHI,5138021,BH-5138021,PARSAUNI,confirmed,True,name and geometry agree,BH-5138021,1.0,BH-5138021,PARSAUNI,1.0,
BAJPATTI,SITAMARHI,5138025,BH-5138025,BAJPATTI,confirmed,True,name and geometry agree,BH-5138025,1.0,BH-5138025,BAJPATTI,1.0,
SAHIYARA,SITAMARHI,5138028,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.5,BH-5138006,BATHNAHA,0.4,BH-5138006
Choraut,SITAMARHI,5138033,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.4,BH-5138010,PUPRI,0.167,BH-5138010
Mahindwara,SITAMARHI,5138035,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.444,BH-5138013,RUNISAIDPUR,0.381,BH-5138013
Punaura,SITAMARHI,5138036,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.571,BH-5138014,DUMRA,0.5,BH-5138014
Suppi,SITAMARHI,5138037,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.667,BH-5138009,MEJARGANJ,0.0,BH-5138009
AANDAR,SIWAN,5135001,BH-5135001,ANDER,corroborated,True,"name 'AANDAR' ~ 'ANDER' at 0.80, below the 0.86 threshold but the point falls inside it",,0.8,BH-5135001,ANDER,0.8,
ASAWN,SIWAN,5135002,BH-5135002,ASAWN,name-over-geometry,True,"name matched 'ASAWN' at 1.0; point fell in 'ANDER', which is the unreliable witness",BH-5135002,1.0,BH-5135001,ANDER,0.4,
JEERADEI,SIWAN,5135004,BH-5135004,ZIRADEI,confirmed,True,name and geometry agree,BH-5135004,1.0,BH-5135004,ZIRADEI,1.0,
GAUTAM BUDDHA NAGAR,SIWAN,5135005,BH-5135005,G.B. NAGAR,corroborated,True,'GAUTAM BUDDHA NAGAR' and 'G.B. NAGAR': initials expanded; the point falls inside it,,0.609,BH-5135005,G.B. NAGAR,0.609,
BARHARIA,SIWAN,5135006,BH-5135006,BARHARIA,name-over-geometry,True,"name matched 'BARHARIA' at 1.0; point fell in 'MAHADEWA OP', which is the unreliable witness",BH-5135006,1.0,BH-5135016,MAHADEWA OP,0.5,
BASANTPUR,SIWAN,5135007,BH-5135007,BASANTPUR,confirmed,True,name and geometry agree,BH-5135007,1.0,BH-5135007,BASANTPUR,1.0,
BHAGWANPUR,SIWAN,5135008,BH-5135008,BHAGWANPUR,name-over-geometry,True,"name matched 'BHAGWANPUR' at 1.0; point fell in 'BASANTPUR', which is the unreliable witness",BH-5135008,1.0,BH-5135007,BASANTPUR,0.737,
DARAULI,SIWAN,5135010,BH-5135010,DARAULI,confirmed,True,name and geometry agree,BH-5135010,1.0,BH-5135010,DARAULI,1.0,
DARAUNDA,SIWAN,5135012,BH-5135012,DARAUNDHA,name-over-geometry,True,"name matched 'DARAUNDHA' at 0.941; point fell in 'MAHARAJGANJ', which is the unreliable witness",BH-5135012,0.941,BH-5135020,MAHARAJGANJ,0.421,
GUTHANI,SIWAN,5135013,BH-5135013,GUTHANI,confirmed,True,name and geometry agree,BH-5135013,1.0,BH-5135013,GUTHANI,1.0,
GORIAKOTHI,SIWAN,5135014,BH-5135014,GORIAKITHI,confirmed,True,name and geometry agree,BH-5135014,0.9,BH-5135014,GORIAKITHI,0.9,
HUSAINGANJ,SIWAN,5135017,BH-5135017,HUSSAINGANJ,confirmed,True,name and geometry agree,BH-5135017,1.0,BH-5135017,HUSSAINGANJ,1.0,
JAMO BAZAAR,SIWAN,5135019,BH-5135019,JAMO,corroborated,True,'JAMO BAZAAR' and 'JAMO': one name contains the other; the point falls inside it,,0.615,BH-5135019,JAMO,0.615,
MAHARAJGANJ,SIWAN,5135020,BH-5135020,MAHARAJGANJ,confirmed,True,name and geometry agree,BH-5135020,1.0,BH-5135020,MAHARAJGANJ,1.0,
MAIRWAN,SIWAN,5135021,BH-5135021,MAIRWA,confirmed,True,name and geometry agree,BH-5135021,0.923,BH-5135021,MAIRWA,0.923,
NAUTAN,SIWAN,5135022,BH-5135022,NAUTAN,confirmed,True,name and geometry agree,BH-5135022,1.0,BH-5135022,NAUTAN,1.0,
PANCHRUKHI,SIWAN,5135023,BH-5135023,PACHRUKHI,confirmed,True,name and geometry agree,BH-5135023,0.941,BH-5135023,PACHRUKHI,0.941,
RAGHUNATHPUR,SIWAN,5135025,BH-5135025,RAGHUNATHPUR,confirmed,True,name and geometry agree,BH-5135025,1.0,BH-5135025,RAGHUNATHPUR,1.0,
NAGAR,SIWAN,5135026,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.833,BH-5135027,MUFFASIL,0.167,BH-5135027
MUFASSIL,SIWAN,5135027,BH-5135027,MUFFASIL,confirmed,True,name and geometry agree,BH-5135027,1.0,BH-5135027,MUFFASIL,1.0,
SISWAN,SIWAN,5135028,BH-5135028,SISWAN,confirmed,True,name and geometry agree,BH-5135028,1.0,BH-5135028,SISWAN,1.0,
BIRPUR,SUPAUL,5800007,BH-5800007,BIRPUR,confirmed,True,name and geometry agree,BH-5800007,1.0,BH-5800007,BIRPUR,1.0,
CHHATAPUR,SUPAUL,5800010,BH-5800010,CHATAPUR,confirmed,True,name and geometry agree,BH-5800010,1.0,BH-5800010,CHATAPUR,1.0,
JADIA,SUPAUL,5800013,BH-5800013,JADIYA,confirmed,True,name and geometry agree,BH-5800013,1.0,BH-5800013,JADIYA,1.0,
KARJAIN,SUPAUL,5800014,BH-5800014,KARJAIN,confirmed,True,name and geometry agree,BH-5800014,1.0,BH-5800014,KARJAIN,1.0,
KISHANPUR,SUPAUL,5800016,BH-5800016,KISHANPUR,confirmed,True,name and geometry agree,BH-5800016,1.0,BH-5800016,KISHANPUR,1.0,
BALUA BAZAAR,SUPAUL,5800018,BH-5800018,BLUA BAZAR,confirmed,True,name and geometry agree,BH-5800018,0.947,BH-5800018,BLUA BAZAR,0.947,
BHIMPUR,SUPAUL,5800019,BH-5800019,BHIMPUR,confirmed,True,name and geometry agree,BH-5800019,1.0,BH-5800019,BHIMPUR,1.0,
KUNAULI,SUPAUL,5800022,BH-5800022,KUNAULI,confirmed,True,name and geometry agree,BH-5800022,1.0,BH-5800022,KUNAULI,1.0,
MARAUNA,SUPAUL,5800024,BH-5800024,MARAUNA,name-over-geometry,True,"name matched 'MARAUNA' at 1.0; point fell in 'NIRMALI', which is the unreliable witness",BH-5800024,1.0,BH-5800027,NIRMALI,0.286,
NIRMALI,SUPAUL,5800027,BH-5800027,NIRMALI,confirmed,True,name and geometry agree,BH-5800027,1.0,BH-5800027,NIRMALI,1.0,
PIPRA,SUPAUL,5800031,BH-5800031,PIPRA,confirmed,True,name and geometry agree,BH-5800031,1.0,BH-5800031,PIPRA,1.0,
PRATAPGANJ,SUPAUL,5800032,BH-5800032,PRATAPGANJ,confirmed,True,name and geometry agree,BH-5800032,1.0,BH-5800032,PRATAPGANJ,1.0,
RAGHOPUR,SUPAUL,5800034,BH-5800034,RAGHOPUR,confirmed,True,name and geometry agree,BH-5800034,1.0,BH-5800034,RAGHOPUR,1.0,
RATANPURA,SUPAUL,5800035,BH-5800035,RATANPURA,confirmed,True,name and geometry agree,BH-5800035,1.0,BH-5800035,RATANPURA,1.0,
BHAPTIAHI SARAI,SUPAUL,5800036,BH-5800036,BHAPTIYAHI,corroborated,True,"name 'BHAPTIAHI SARAI' ~ 'BHAPTIYAHI' at 0.78, below the 0.86 threshold but the point falls inside it",,0.783,BH-5800036,BHAPTIYAHI,0.783,
RIVERINE PS,SUPAUL,5800038,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.526,BH-5800043,SUPAUL,0.0,BH-5800043
SUPAUL,SUPAUL,5800043,BH-5800043,SUPAUL,confirmed,True,name and geometry agree,BH-5800043,1.0,BH-5800043,SUPAUL,1.0,
TRIVENIGANJ,SUPAUL,5800048,BH-5800048,TRIBENIGANJ,confirmed,True,name and geometry agree,BH-5800048,0.909,BH-5800048,TRIBENIGANJ,0.909,
BIDUPUR,VAISHALI,5104001,BH-5104001,BIDDUPUR,confirmed,True,name and geometry agree,BH-5104001,1.0,BH-5104001,BIDDUPUR,1.0,
BALIGAON,VAISHALI,5104003,BH-5104003,BALIGAON,name-over-geometry,True,"name matched 'BALIGAON' at 1.0; point fell in 'RAGHOPUR', which is the unreliable witness",BH-5104003,1.0,BH-5104020,RAGHOPUR,0.4,
BHAGWANPUR,VAISHALI,5104004,BH-5104004,BHAGWANPUR,confirmed,True,name and geometry agree,BH-5104004,1.0,BH-5104004,BHAGWANPUR,1.0,
DESHRI,VAISHALI,5104005,BH-5104005,DESRI,name-only,True,no usable point; unambiguous name match,BH-5104005,0.909,,,0.0,
GAOROL,VAISHALI,5104006,,,needs-review,False,neither name nor geometry places this station,,0.667,,,0.0,
JANDAHA,VAISHALI,5104008,BH-5104008,JANDAHA,name-only,True,no usable point; unambiguous name match,BH-5104008,1.0,,,0.0,
LALGANJ,VAISHALI,5104009,BH-5104009,LALGANJ,confirmed,True,name and geometry agree,BH-5104009,1.0,BH-5104009,LALGANJ,1.0,
MAHUA,VAISHALI,5104010,BH-5104010,MAHUA,name-only,True,no usable point; unambiguous name match,BH-5104010,1.0,,,0.0,
HAJIPUR SADAR,VAISHALI,5104011,BH-5104011,HAJIPUR SADAR,confirmed,True,name and geometry agree,BH-5104011,1.0,BH-5104011,HAJIPUR SADAR,1.0,
PATEPUR,VAISHALI,5104012,BH-5104012,PATEPUR,name-over-geometry,True,"name matched 'PATEPUR' at 1.0; point fell in 'TISIAUTA', which is the unreliable witness",BH-5104012,1.0,BH-5104040,TISIAUTA,0.267,
MAHANAR,VAISHALI,5104013,BH-5104013,MAHNAR,confirmed,True,name and geometry agree,BH-5104013,0.923,BH-5104013,MAHNAR,0.923,
