station_name,district,ps_cd_mha,thana_id,thana_name,tier,mappable,rule,by_name,by_name_confidence,by_geometry,by_geometry_name,by_geometry_similarity,proposal
ALAULI,KHAGARIA,5108001,BH-5108001,ALAULI,confirmed,True,name and geometry agree,BH-5108001,1.0,BH-5108001,ALAULI,1.0,
BELDAUR,KHAGARIA,5108002,BH-5108002,BELDAUR,confirmed,True,name and geometry agree,BH-5108002,1.0,BH-5108002,BELDAUR,1.0,
CHAUTHAM,KHAGARIA,5108003,BH-5108003,CHAUTHAM,confirmed,True,name and geometry agree,BH-5108003,1.0,BH-5108003,CHAUTHAM,1.0,
GOGARI,KHAGARIA,5108004,BH-5108004,GOGRI THANA,confirmed,True,name and geometry agree,BH-5108004,0.909,BH-5108004,GOGRI THANA,0.909,
KHAGARIA,KHAGARIA,5108005,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.667,BH-5108005,TOWN THANA,0.0,BH-5108005
MANSI,KHAGARIA,5108006,BH-5108006,MANSI,confirmed,True,name and geometry agree,BH-5108006,1.0,BH-5108006,MANSI,1.0,
MURKAHI,KHAGARIA,5108007,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.667,BH-5108021,CHITRAGUPT NAGAR OP,0.182,BH-5108021
PARBATTA,KHAGARIA,5108008,BH-5108008,PARBATTA,name-only,True,no usable point; unambiguous name match,BH-5108008,1.0,,,0.0,
PASRAHA,KHAGARIA,5108009,BH-5108009,PASHRA,corroborated,True,"name 'PASRAHA' ~ 'PASHRA' at 0.77, below the 0.86 threshold but the point falls inside it",,0.769,BH-5108009,PASHRA,0.769,
MAHESKHUT,KHAGARIA,5108010,BH-5108010,MAHESH KHUNT,confirmed,True,name and geometry agree,BH-5108010,0.889,BH-5108010,MAHESH KHUNT,0.889,
Riverine Mohraghat,KHAGARIA,5108013,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.323,BH-5108001,ALAULI,0.091,BH-5108001
Amausi,KHAGARIA,5108016,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.727,BH-5108007,MORKHI,0.364,BH-5108007
Bahadurpur,KHAGARIA,5108017,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.471,BH-5108001,ALAULI,0.375,BH-5108001
Gangaur,KHAGARIA,5108018,BH-5108018,GANGOUR OP,corroborated,True,"name 'Gangaur' ~ 'GANGOUR OP' at 0.86, below the 0.86 threshold but the point falls inside it",,0.857,BH-5108018,GANGOUR OP,0.857,
Madaiya,KHAGARIA,5108019,BH-5108013,MARIA OP,corroborated,True,"name 'Madaiya' ~ 'MARIA OP' at 0.73, below the 0.86 threshold but the point falls inside it",,0.727,BH-5108013,MARIA OP,0.727,
Piparpani,KHAGARIA,5108020,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.571,BH-5108001,ALAULI,0.133,BH-5108001
BAHADURGANJ,KISHANGANJ,5791007,BH-5791007,BAHADURGANJ,confirmed,True,name and geometry agree,BH-5791007,1.0,BH-5791007,BAHADURGANJ,1.0,
THAKURGANJ,KISHANGANJ,5791011,BH-5791011,THAKURGANJ,name-over-geometry,True,"name matched 'THAKURGANJ' at 1.0; point fell in 'KURLIKOT', which is the unreliable witness",BH-5791011,1.0,BH-5791013,KURLIKOT,0.333,
DIGHALBANK,KISHANGANJ,5791020,BH-5791020,DIGHALBANK,confirmed,True,name and geometry agree,BH-5791020,1.0,BH-5791020,DIGHALBANK,1.0,
KISHANGANJ,KISHANGANJ,5791040,BH-5791040,KISHANGANJ,confirmed,True,name and geometry agree,BH-5791040,1.0,BH-5791040,KISHANGANJ,1.0,
KOCHADHAMAN,KISHANGANJ,5791041,BH-5791041,KOCHADHAMIN,confirmed,True,name and geometry agree,BH-5791041,0.909,BH-5791041,KOCHADHAMIN,0.909,
TEDAGACHH,KISHANGANJ,5791044,BH-5791044,TERHAGACHH,corroborated,True,"name 'TEDAGACHH' ~ 'TERHAGACHH' at 0.82, below the 0.86 threshold but the point falls inside it",,0.824,BH-5791044,TERHAGACHH,0.824,
POTHIA,KISHANGANJ,5791056,BH-5791056,POTHIA,confirmed,True,name and geometry agree,BH-5791056,1.0,BH-5791056,POTHIA,1.0,
Paharkatta,KISHANGANJ,5791059,BH-5791059,"PAHARKATTA PS, ARRABARI OP",corroborated,True,"name 'Paharkatta' ~ 'PAHARKATTA PS, ARRABARI OP' at 0.75, below the 0.86 threshold but the point falls inside it",,0.75,BH-5791059,"PAHARKATTA PS, ARRABARI OP",0.75,
BARHAHIYA,LAKHISARAI,5802005,BH-5802005,BARAHIYA,confirmed,True,name and geometry agree,BH-5802005,0.933,BH-5802005,BARAHIYA,0.933,
CHANAN,LAKHISARAI,5802011,BH-5802011,CHANAN,confirmed,True,name and geometry agree,BH-5802011,1.0,BH-5802011,CHANAN,1.0,
KAJRA,LAKHISARAI,5802017,BH-5802017,KAJRA,confirmed,True,name and geometry agree,BH-5802017,1.0,BH-5802017,KAJRA,1.0,
HALSI,LAKHISARAI,5802018,BH-5802018,HALSI,confirmed,True,name and geometry agree,BH-5802018,1.0,BH-5802018,HALSI,1.0,
BIRUPUR,LAKHISARAI,5802020,BH-5802020,BIRPUR,confirmed,True,name and geometry agree,BH-5802020,0.923,BH-5802020,BIRPUR,0.923,
LAKHISARAI,LAKHISARAI,5802033,BH-5802033,LAKHISARAI,confirmed,True,name and geometry agree,BH-5802033,1.0,BH-5802033,LAKHISARAI,1.0,
MEDNI CHOWKI,LAKHISARAI,5802034,BH-5802034,MEDANI CHOWKI,confirmed,True,name and geometry agree,BH-5802034,0.957,BH-5802034,MEDANI CHOWKI,0.957,
PIPARIA,LAKHISARAI,5802035,BH-5802035,PIPARIA,name-over-geometry,True,"name matched 'PIPARIA' at 1.0; point fell in 'BARAHIYA', which is the unreliable witness",BH-5802035,1.0,BH-5802005,BARAHIYA,0.571,
SURYAGARHA,LAKHISARAI,5802049,BH-5802049,SURYAGARHA,confirmed,True,name and geometry agree,BH-5802049,1.0,BH-5802049,SURYAGARHA,1.0,
PIRI BAZAAR,LAKHISARAI,5802051,BH-5802051,PIRI BAZAR,confirmed,True,name and geometry agree,BH-5802051,1.0,BH-5802051,PIRI BAZAR,1.0,
Bannu Bagicha,LAKHISARAI,5802054,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.556,BH-5802011,CHANAN,0.353,BH-5802011
ALAM NAGAR,MADHEPURA,5115001,BH-5115001,ALAMNAGAR,confirmed,True,name and geometry agree,BH-5115001,1.0,BH-5115001,ALAMNAGAR,1.0,
BIHARIGANJ,MADHEPURA,5115002,BH-5115002,BIHARIGANJ,confirmed,True,name and geometry agree,BH-5115002,1.0,BH-5115002,BIHARIGANJ,1.0,
CHAUSA,MADHEPURA,5115004,BH-5115004,CHAUSA,confirmed,True,name and geometry agree,BH-5115004,1.0,BH-5115004,CHAUSA,1.0,
GAMHARIA,MADHEPURA,5115005,BH-5115005,GAMHARIA,confirmed,True,name and geometry agree,BH-5115005,1.0,BH-5115005,GAMHARIA,1.0,
UDA KISHANGANJ,MADHEPURA,5115006,BH-5115006,UDAKISHANGANJ,confirmed,True,name and geometry agree,BH-5115006,1.0,BH-5115006,UDAKISHANGANJ,1.0,
KUMARKHAND,MADHEPURA,5115007,BH-5115007,KUMARKHAND,confirmed,True,name and geometry agree,BH-5115007,1.0,BH-5115007,KUMARKHAND,1.0,
MADHEPURA,MADHEPURA,5115008,BH-5115008,MADHEPURA,confirmed,True,name and geometry agree,BH-5115008,1.0,BH-5115008,MADHEPURA,1.0,
MURLIGANJ,MADHEPURA,5115009,BH-5115009,MURLIGANJ,confirmed,True,name and geometry agree,BH-5115009,1.0,BH-5115009,MURLIGANJ,1.0,
SINGHESHWAR,MADHEPURA,5115011,BH-5115011,SINGHESHWAR,confirmed,True,name and geometry agree,BH-5115011,1.0,BH-5115011,SINGHESHWAR,1.0,
GWALPARA,MADHEPURA,5115017,BH-5115017,GWALPARA,confirmed,True,name and geometry agree,BH-5115017,1.0,BH-5115017,GWALPARA,1.0,
PURAINI,MADHEPURA,5115020,BH-5115020,PURAINI,confirmed,True,name and geometry agree,BH-5115020,1.0,BH-5115020,PURAINI,1.0,
SRINAGAR,MADHEPURA,5115021,BH-5115021,SRINAGAR,confirmed,True,name and geometry agree,BH-5115021,1.0,BH-5115021,SRINAGAR,1.0,
SHANKARPUR,MADHEPURA,5115025,BH-5115025,SHANKARPUR,confirmed,True,name and geometry agree,BH-5115025,1.0,BH-5115025,SHANKARPUR,1.0,
ANDHARMATH,MADHUBANI,5129001,BH-5129001,ANDHRAMATH,confirmed,True,name and geometry agree,BH-5129001,0.9,BH-5129001,ANDHRAMATH,0.9,
ANDHRATHARI,MADHUBANI,5129002,BH-5129002,ANDHRATHARHI,confirmed,True,name and geometry agree,BH-5129002,0.957,BH-5129002,ANDHRATHARHI,0.957,
ARER,MADHUBANI,5129003,BH-5129003,ARER,confirmed,True,name and geometry agree,BH-5129003,1.0,BH-5129003,ARER,1.0,
BHAIRAVSTHAN,MADHUBANI,5129004,BH-5129004,BHAIRAVSTHAN,name-over-geometry,True,"name matched 'BHAIRAVSTHAN' at 1.0; point fell in 'JHANJHARPUR', which is the unreliable witness",BH-5129004,1.0,BH-5129007,JHANJHARPUR,0.261,
BABUBARHI,MADHUBANI,5129005,BH-5129005,BABUBARHI,confirmed,True,name and geometry agree,BH-5129005,1.0,BH-5129005,BABUBARHI,1.0,
BASOPATTI,MADHUBANI,5129006,BH-5129006,BASOPATTI,confirmed,True,name and geometry agree,BH-5129006,1.0,BH-5129006,BASOPATTI,1.0,
JHANJHARPUR,MADHUBANI,5129007,BH-5129007,JHANJHARPUR,confirmed,True,name and geometry agree,BH-5129007,1.0,BH-5129007,JHANJHARPUR,1.0,
JAINAGAR,MADHUBANI,5129008,BH-5129008,JAINAGAR,name-over-geometry,True,"name matched 'JAINAGAR' at 1.0; point fell in 'DEVDHA', which is the unreliable witness",BH-5129008,1.0,BH-5129018,DEVDHA,0.143,
LAKHNAUR,MADHUBANI,5129009,BH-5129009,LAKHNAUR,confirmed,True,name and geometry agree,BH-5129009,1.0,BH-5129009,LAKHNAUR,1.0,
KHAJAULI,MADHUBANI,5129010,BH-5129010,KHAJAULI,confirmed,True,name and geometry agree,BH-5129010,1.0,BH-5129010,KHAJAULI,1.0,
BHEJA,MADHUBANI,5129011,BH-5129011,BHEJA,confirmed,True,name and geometry agree,BH-5129011,1.0,BH-5129011,BHEJA,1.0,
GHOGHARDIHA,MADHUBANI,5129012,BH-5129012,GHOGHARDIHA,confirmed,True,name and geometry agree,BH-5129012,1.0,BH-5129012,GHOGHARDIHA,1.0,
KHIRHAR,MADHUBANI,5129013,BH-5129013,KHIRHAR,confirmed,True,name and geometry agree,BH-5129013,1.0,BH-5129013,KHIRHAR,1.0,
KHUTAUNA,MADHUBANI,5129014,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.429,BH-5129017,LAUKAHA,0.429,BH-5129017
LADANIA,MADHUBANI,5129015,BH-5129015,LADANIA,confirmed,True,name and geometry agree,BH-5129015,1.0,BH-5129015,LADANIA,1.0,
LAUKAHI,MADHUBANI,5129016,BH-5129016,LAUKAHI,confirmed,True,name and geometry agree,BH-5129016,1.0,BH-5129016,LAUKAHI,1.0,
LAUKAHA,MADHUBANI,5129017,BH-5129017,LAUKAHA,confirmed,True,name and geometry agree,BH-5129017,1.0,BH-5129017,LAUKAHA,1.0,
DEODHA,MADHUBANI,5129018,BH-5129018,DEVDHA,corroborated,True,"name 'DEODHA' ~ 'DEVDHA' at 0.83, below the 0.86 threshold but the point falls inside it",,0.833,BH-5129018,DEVDHA,0.833,
MADHEPUR,MADHUBANI,5129020,BH-5129020,MADHEPUR,confirmed,True,name and geometry agree,BH-5129020,1.0,BH-5129020,MADHEPUR,1.0,
PHULPARAS,MADHUBANI,5129021,BH-5129021,PHULPARAS,confirmed,True,name and geometry agree,BH-5129021,1.0,BH-5129021,PHULPARAS,1.0,
PANDAUL,MADHUBANI,5129022,BH-5129022,PANDAUL,name-over-geometry,True,"name matched 'PANDAUL' at 1.0; point fell in 'SAKRI', which is the unreliable witness",BH-5129022,1.0,BH-5129035,SAKRI,0.167,
RAJNAGAR,MADHUBANI,5129023,BH-5129023,RAJNAGAR,confirmed,True,name and geometry agree,BH-5129023,1.0,BH-5129023,RAJNAGAR,1.0,
BENIPATTI,MADHUBANI,5129024,BH-5129024,BENIPATTI,confirmed,True,name and geometry agree,BH-5129024,1.0,BH-5129024,BENIPATTI,1.0,
BISFI,MADHUBANI,5129025,BH-5129025,BISFI,confirmed,True,name and geometry agree,BH-5129025,1.0,BH-5129025,BISFI,1.0,
HARLAKHI,MADHUBANI,5129026,BH-5129026,HARLAKHI,confirmed,True,name and geometry agree,BH-5129026,1.0,BH-5129026,HARLAKHI,1.0,
MADHWAPUR,MADHUBANI,5129027,BH-5129027,MADHWAPUR,confirmed,True,name and geometry agree,BH-5129027,1.0,BH-5129027,MADHWAPUR,1.0,
NAGAR,MADHUBANI,5129028,BH-5129028,TOWN,corroborated,True,'NAGAR' and 'TOWN': both name the district headquarters station; the point falls inside it,,0.769,BH-5129028,TOWN,0.222,
KALUAHI,MADHUBANI,5129029,BH-5129029,KALUAHI,confirmed,True,name and geometry agree,BH-5129029,1.0,BH-5129029,KALUAHI,1.0,
RAHIKA,MADHUBANI,5129030,BH-5129030,RAHIKA,confirmed,True,name and geometry agree,BH-5129030,1.0,BH-5129030,RAHIKA,1.0,
SAKRI,MADHUBANI,5129035,BH-5129035,SAKRI,confirmed,True,name and geometry agree,BH-5129035,1.0,BH-5129035,SAKRI,1.0,
SAHARGHAT,MADHUBANI,5129036,BH-5129036,SAHARGHAT,name-over-geometry,True,"name matched 'SAHARGHAT' at 1.0; point fell in 'BISFI', which is the unreliable witness",BH-5129036,1.0,BH-5129025,BISFI,0.154,
RUDRAPUR,MADHUBANI,5129038,BH-5129038,RUDRAPUR,confirmed,True,name and geometry agree,BH-5129038,1.0,BH-5129038,RUDRAPUR,1.0,
AADAPUR,EAST CHAMPARAN,5128001,BH-5128001,ADAPUR,confirmed,True,name and geometry agree,BH-5128001,1.0,BH-5128001,ADAPUR,1.0,
CHAKIA,EAST CHAMPARAN,5128003,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.769,BH-5128022,PIPRA,0.182,BH-5128022
CHHATAUNI,EAST CHAMPARAN,5128004,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.571,BH-5128017,MUFFASSIL,0.267,BH-5128017
CHIRAIYA,EAST CHAMPARAN,5128005,BH-5128005,CHIRAIA,confirmed,True,name and geometry agree,BH-5128005,1.0,BH-5128005,CHIRAIA,1.0,
CHHODADANO,EAST CHAMPARAN,5128006,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.5,BH-5128011,DARPA,0.429,BH-5128011
PHENHARA,EAST CHAMPARAN,5128007,BH-5128007,PHENHARA,confirmed,True,name and geometry agree,BH-5128007,1.0,BH-5128007,PHENHARA,1.0,
DHAKA,EAST CHAMPARAN,5128008,BH-5128008,DHAKA,name-over-geometry,True,"name matched 'DHAKA' at 1.0; point fell in 'CHIRAIA', which is the unreliable witness",BH-5128008,1.0,BH-5128005,CHIRAIA,0.5,
GHORASAHAN,EAST CHAMPARAN,5128009,BH-5128009,GHORASAHAN,confirmed,True,name and geometry agree,BH-5128009,1.0,BH-5128009,GHORASAHAN,1.0,
GOVINDGANJ,EAST CHAMPARAN,5128010,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.421,BH-5128002,ARERAJ,0.25,BH-5128002
DARPA,EAST CHAMPARAN,5128011,BH-5128011,DARPA,confirmed,True,name and geometry agree,BH-5128011,1.0,BH-5128011,DARPA,1.0,
HARSIDDHI,EAST CHAMPARAN,5128012,BH-5128012,HARSIDHI,confirmed,True,name and geometry agree,BH-5128012,1.0,BH-5128012,HARSIDHI,1.0,
KOTWA,EAST CHAMPARAN,5128013,BH-5128013,KOTWA,confirmed,True,name and geometry agree,BH-5128013,1.0,BH-5128013,KOTWA,1.0,
KALYANPUR,EAST CHAMPARAN,5128014,BH-5128014,KALYANPUR,name-only,True,no usable point; unambiguous name match,BH-5128014,1.0,,,0.0,
KESARIA,EAST CHAMPARAN,5128015,BH-5128015,KESARIA,confirmed,True,name and geometry agree,BH-5128015,1.0,BH-5128015,KESARIA,1.0,
MEHSI,EAST CHAMPARAN,5128016,BH-5128016,MEHSI,confirmed,True,name and geometry agree,BH-5128016,1.0,BH-5128016,MEHSI,1.0,
MUFASSIL,EAST CHAMPARAN,5128017,BH-5128017,MUFFASSIL,confirmed,True,name and geometry agree,BH-5128017,1.0,BH-5128017,MUFFASSIL,1.0,
MADHUBAN,EAST CHAMPARAN,5128018,BH-5128018,MADHUBAN,confirmed,True,name and geometry agree,BH-5128018,1.0,BH-5128018,MADHUBAN,1.0,
KUNDWA CHAINPUR,EAST CHAMPARAN,5128019,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.609,BH-5128008,DHAKA,0.316,BH-5128008
NAGAR,EAST CHAMPARAN,5128020,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.615,BH-5128017,MUFFASSIL,0.167,BH-5128017
DUMARIA,EAST CHAMPARAN,5128021,,,needs-review,False,neither name nor geometry places this station,,0.667,,,0.0,
PATAHI,EAST CHAMPARAN,5128023,BH-5128023,PATAHI,name-over-geometry,True,"name matched 'PATAHI' at 1.0; point fell in 'TURKAULIA', which is the unreliable witness",BH-5128023,1.0,BH-5128035,TURKAULIA,0.267,
PAKRIDAYAL,EAST CHAMPARAN,5128024,BH-5128024,PAKRI DAYAL,confirmed,True,name and geometry agree,BH-5128024,1.0,BH-5128024,PAKRI DAYAL,1.0,
PAHARPUR,EAST CHAMPARAN,5128025,BH-5128025,PAHARPUR,confirmed,True,name and geometry agree,BH-5128025,1.0,BH-5128025,PAHARPUR,1.0,
NAKARDEI,EAST CHAMPARAN,5128026,BH-5128026,NAKARDEI OP,confirmed,True,name and geometry agree,BH-5128026,1.0,BH-5128026,NAKARDEI OP,1.0,
PIPRA KOTHI,EAST CHAMPARAN,5128027,BH-5128027,PIPRAKOTHI,confirmed,True,name and geometry agree,BH-5128027,1.0,BH-5128027,PIPRAKOTHI,1.0,
RAMGARHWA,EAST CHAMPARAN,5128028,BH-5128028,RAMGARHWA,confirmed,True,name and geometry agree,BH-5128028,1.0,BH-5128028,RAMGARHWA,1.0,
PALANWA,EAST CHAMPARAN,5128029,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.571,BH-5128030,RAXAUL,0.308,BH-5128030
RAXAUL,EAST CHAMPARAN,5128030,BH-5128030,RAXAUL,confirmed,True,name and geometry agree,BH-5128030,1.0,BH-5128030,RAXAUL,1.0,
SUGAULI,EAST CHAMPARAN,5128031,BH-5128031,SUGAULI,confirmed,True,name and geometry agree,BH-5128031,1.0,BH-5128031,SUGAULI,1.0,
RAJEPUR,EAST CHAMPARAN,5128032,BH-5128032,RAJEPUR,confirmed,True,name and geometry agree,BH-5128032,1.0,BH-5128032,RAJEPUR,1.0,
SANGRAMPUR,EAST CHAMPARAN,5128033,BH-5128033,SANGRAMPUR,confirmed,True,name and geometry agree,BH-5128033,1.0,BH-5128033,SANGRAMPUR,1.0,
TURKAULIA,EAST CHAMPARAN,5128035,BH-5128035,TURKAULIA,confirmed,True,name and geometry agree,BH-5128035,1.0,BH-5128035,TURKAULIA,1.0,
SHIKARGANJ,EAST CHAMPARAN,5128036,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.5,BH-5128005,CHIRAIA,0.471,BH-5128005
HARPUR,EAST CHAMPARAN,5128038,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.857,BH-5128022,PIPRA,0.182,BH-5128022
JHAROKHAR,EAST CHAMPARAN,5128039,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.615,BH-5128009,GHORASAHAN,0.235,BH-5128009
JEETNA,EAST CHAMPARAN,5128040,BH-5128040,JITNA,confirmed,True,name and geometry agree,BH-5128040,1.0,BH-5128040,JITNA,1.0,
MALAHI,EAST CHAMPARAN,5128052,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.667,BH-5128002,ARERAJ,0.333,BH-5128002
MAHUAWA,EAST CHAMPARAN,5128054,BH-5128054,MAHUAWA,name-over-geometry,True,"name matched 'MAHUAWA' at 1.0; point fell in 'PIPRAKOTHI', which is the unreliable witness",BH-5128054,1.0,BH-5128027,PIPRAKOTHI,0.235,
AURAI,MUZAFFARPUR,5114001,BH-5114001,AURAI,confirmed,True,name and geometry agree,BH-5114001,1.0,BH-5114001,AURAI,1.0,
AHIYAPUR,MUZAFFARPUR,5114003,BH-5114003,AHIYAPUR,confirmed,True,name and geometry agree,BH-5114003,1.0,BH-5114003,AHIYAPUR,1.0,
BARURAJ,MUZAFFARPUR,5114006,BH-5114006,BARURAJ,confirmed,True,name and geometry agree,BH-5114006,1.0,BH-5114006,BARURAJ,1.0,
BOCHAHA,MUZAFFARPUR,5114008,BH-5114008,BOCHAHA,confirmed,True,name and geometry agree,BH-5114008,1.0,BH-5114008,BOCHAHA,1.0,
DEORIA,MUZAFFARPUR,5114009,BH-5114009,DEORIA,confirmed,True,name and geometry agree,BH-5114009,1.0,BH-5114009,DEORIA,1.0,
BRAHMPURA,MUZAFFARPUR,5114010,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.625,BH-5114054,MUZAFFARPUR SADAR,0.417,BH-5114054
GAIGHAT,MUZAFFARPUR,5114018,BH-5114018,GAIGHAT,name-over-geometry,True,"name matched 'GAIGHAT' at 1.0; point fell in 'BENIBAD OP', which is the unreliable witness",BH-5114018,1.0,BH-5114011,BENIBAD OP,0.154,
HATHAURI,MUZAFFARPUR,5114020,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.769,BH-5114020,HATHODI,0.667,BH-5114020
KARZA,MUZAFFARPUR,5114022,BH-5114022,KARJA,confirmed,True,name and geometry agree,BH-5114022,1.0,BH-5114022,KARJA,1.0,
MUSHAHARI,MUZAFFARPUR,5114023,BH-5114023,MUSHAHARI,confirmed,True,name and geometry agree,BH-5114023,1.0,BH-5114023,MUSHAHARI,1.0,
KATHAIYA,MUZAFFARPUR,5114024,BH-5114024,KATAIYA,name-over-geometry,True,"name matched 'KATAIYA' at 0.923; point fell in 'AZIZPUR OP', which is the unreliable witness",BH-5114024,0.923,BH-5114012,AZIZPUR OP,0.286,
KANTI,MUZAFFARPUR,5114025,BH-5114025,KANTI,confirmed,True,name and geometry agree,BH-5114025,1.0,BH-5114025,KANTI,1.0,
KATRA,MUZAFFARPUR,5114026,BH-5114026,KATRA,confirmed,True,name and geometry agree,BH-5114026,1.0,BH-5114026,KATRA,1.0,
KAZI MOHAMMADPUR,MUZAFFARPUR,5114027,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.571,BH-5114054,MUZAFFARPUR SADAR,0.345,BH-5114054
KUDHANI,MUZAFFARPUR,5114028,BH-5114028,KURAHANI,corroborated,True,"name 'KUDHANI' ~ 'KURAHANI' at 0.80, below the 0.86 threshold but the point falls inside it",,0.8,BH-5114028,KURAHANI,0.8,
VISHWAVIDYALAYA,MUZAFFARPUR,5114031,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.476,BH-5114054,MUZAFFARPUR SADAR,0.267,BH-5114054
NAGAR,MUZAFFARPUR,5114032,BH-5114054,MUZAFFARPUR SADAR,corroborated,True,'NAGAR' and 'MUZAFFARPUR SADAR': both name the district headquarters station; the point falls inside it,,0.5,BH-5114054,MUZAFFARPUR SADAR,0.3,
MANIARI,MUZAFFARPUR,5114033,BH-5114033,MANIYARI,confirmed,True,name and geometry agree,BH-5114033,1.0,BH-5114033,MANIYARI,1.0,
MITHANPURA,MUZAFFARPUR,5114034,,,needs-review,False,name too weak to accept and geometry does not corroborate it,,0.706,BH-5114054,MUZAFFARPUR SADAR,0.48,BH-5114054
MINAPUR,MUZAFFARPUR,5114037,BH-5114037,MINAPUR,confirmed,True,name and geometry agree,BH-5114037,1.0,BH-5114037,MINAPUR,1.0,
MOTIPUR,MUZAFFARPUR,5114038,BH-5114038,MOTIPUR,name-over-geometry,True,"name matched 'MOTIPUR' at 1.0; point fell in 'KATAIYA', which is the unreliable witness",BH-5114038,1.0,BH-5114024,KATAIYA,0.308,
PARU,MUZAFFARPUR,5114042,BH-5114042,PAROO,confirmed,True,name and geometry agree,BH-5114042,1.0,BH-5114042,PAROO,1.0,
PIYAR,MUZAFFARPUR,5114044,BH-5114044,PIAR,confirmed,True,name and geometry agree,BH-5114044,1.0,BH-5114044,PIAR,1.0,
SADAR,MUZAFFARPUR,5114054,BH-5114054,MUZAFFARPUR SADAR,corroborated,True,'SADAR' and 'MUZAFFARPUR SADAR': one name contains the other; the point falls inside it,,0.6,BH-5114054,MUZAFFARPUR SADAR,0.5,
SAHEBGANJ,MUZAFFARPUR,5114055,BH-5114055,SAHEBGANJ,confirmed,True,name and geometry agree,BH-5114055,1.0,BH-5114055,SAHEBGANJ,1.0,
SARAIYA,MUZAFFARPUR,5114056,BH-5114056,SARAIYA,name-over-geometry,True,"name matched 'SARAIYA' at 1.0; point fell in 'PAROO', which is the unreliable witness",BH-5114056,1.0,BH-5114042,PAROO,0.4,
SAKRA,MUZAFFARPUR,5114057,BH-5114057,SAKRA,confirmed,True,name and geometry agree,BH-5114057,1.0,BH-5114057,SAKRA,1.0,
SIWAIPATTI,MUZAFFARPUR,5114058,BH-5114058,SEWAIPATTI,confirmed,True,name and geometry agree,BH-5114058,0.889,BH-5114058,SEWAIPATTI,0.889,
Panapur,MUZAFFARPUR,5114069,BH-5114069,PANAPUR OP,name-over-geometry,True,"name matched 'PANAPUR OP' at 1.0; point fell in 'SEWAIPATTI', which is the unreliable witness",BH-5114069,1.0,BH-5114058,SEWAIPATTI,0.25,
Turki Khararu,MUZAFFARPUR,5114073,BH-5114073,TURKI OP,corroborated,True,'Turki Khararu' and 'TURKI OP': one name contains the other; the point falls inside it,,0.625,BH-5114073,TURKI OP,0.625,
ASAR GANJ,MUNGER,5113012,BH-5113012,ASARGANJ P.S,confirmed,True,name and geometry agree,BH-5113012,1.0,BH-5113012,ASARGANJ P.S,1.0,
BARIARPUR,MUNGER,5113015,BH-5113015,BARIARPUR P.S,confirmed,True,name and geometry agree,BH-5113015,1.0,BH-5113015,BARIARPUR P.S,1.0,
EAST COLONY,MUNGER,5113021,BH-5113021,EAST COLONY P.S,confirmed,True,name and geometry agree,BH-5113021,1.0,BH-5113021,EAST COLONY P.S,1.0,
JAMALPUR,MUNGER,5113022,BH-5113022,JAMALPUR P.S,confirmed,True,name and geometry agree,BH-5113022,1.0,BH-5113022,JAMALPUR P.S,1.0,
DHARHARA,MUNGER,5113026,BH-5113026,DHARAHARA P.S,confirmed,True,name and geometry agree,BH-5113026,0.941,BH-5113026,DHARAHARA P.S,0.941,
NAYA RAMNAGAR,MUNGER,5113027,BH-5113027,NAYA RAMNAGAR,confirmed,True,name and geometry agree,BH-5113027,1.0,BH-5113027,NAYA RAMNAGAR,1.0,
KHARAGPUR,MUNGER,5113029,BH-5113029,KHARAGPUR P.S,confirmed,True,name and geometry agree,BH-5113029,1.0,BH-5113029,KHARAGPUR P.S,1.0,
KASIM BAZAAR,MUNGER,5113030,BH-5113030,KASHIM BAZAR P.S,confirmed,True,name and geometry agree,BH-5113030,0.952,BH-5113030,KASHIM BAZAR P.S,0.952,
MUFFASSIL,MUNGER,5113037,BH-5113037,MUFFASIL P.S,name-over-geometry,True,"name matched 'MUFFASIL P.S' at 1.0; point fell in 'KASHIM BAZAR P.S', which is the unreliable witness",BH-5113037,1.0,BH-5113030,KASHIM BAZAR P.S,0.333,
